Word,block,response,totcount,theword,proportion
Chair,category_organization,"Form, Color, Material",29,의자,0.13793103448275862
Chair,category_organization,"Form, Material",29,의자,0.13793103448275862
Chair,category_organization,Material,29,의자,0.06896551724137931
Chair,count_mass,Can be counted,30,의자,0.9666666666666667
Chair,count_mass,I don't know/It's hard to say,30,의자,0.03333333333333333
Chair,solidity,I don't know/It's hard to say,29,의자,0.034482758620689655
Chair,solidity,Solid,29,의자,0.9655172413793104
Cheek,category_organization,"Color, Material",27,뺨,0.037037037037037035
Cheek,category_organization,Form,27,뺨,0.7037037037037037
Cheek,category_organization,"Form, Color",27,뺨,0.07407407407407407
Cheek,category_organization,"Form, Material",27,뺨,0.14814814814814814
Cheek,category_organization,Material,27,뺨,0.037037037037037035
Cheek,count_mass,Can be counted,36,뺨,0.75
Cheek,count_mass,Cannot be counted,36,뺨,0.05555555555555555
Cheek,count_mass,I don't know/It's hard to say,36,뺨,0.19444444444444445
Cheek,solidity,I don't know/It's hard to say,29,뺨,0.2413793103448276
Cheek,solidity,Not a solid,29,뺨,0.10344827586206896
Cheek,solidity,Solid,29,뺨,0.6551724137931034
Cheese,category_organization,Color,29,치즈,0.10344827586206896
Cheese,category_organization,"Color, Material",29,치즈,0.06896551724137931
Cheese,category_organization,Form,29,치즈,0.20689655172413793
Cheese,category_organization,"Form, Color",29,치즈,0.06896551724137931
Cheese,category_organization,"Form, Color, Material",29,치즈,0.20689655172413793
Cheese,category_organization,"Form, Material",29,치즈,0.1724137931034483
Cheese,category_organization,Material,29,치즈,0.1724137931034483
Cheese,count_mass,Can be counted,33,치즈,0.6363636363636364
Cheese,count_mass,Cannot be counted,33,치즈,0.09090909090909091
Cheese,count_mass,I don't know/It's hard to say,33,치즈,0.2727272727272727
Cheese,solidity,I don't know/It's hard to say,34,치즈,0.2647058823529412
Cheese,solidity,Not a solid,34,치즈,0.17647058823529413
Cheese,solidity,Solid,34,치즈,0.5588235294117647
Chestnut,category_organization,Color,29,밤,0.034482758620689655
Chestnut,category_organization,Form,29,밤,0.4827586206896552
Chestnut,category_organization,"Form, Color",29,밤,0.10344827586206896
Chestnut,category_organization,"Form, Color, Material",29,밤,0.10344827586206896
Chestnut,category_organization,"Form, Material",29,밤,0.1724137931034483
Chestnut,category_organization,Material,29,밤,0.06896551724137931
Chestnut,category_organization,Not applicable,29,밤,0.034482758620689655
Chestnut,count_mass,Can be counted,32,밤,0.90625
Chestnut,count_mass,I don't know/It's hard to say,32,밤,0.09375
Chestnut,solidity,I don't know/It's hard to say,29,밤,0.10344827586206896
Chestnut,solidity,Not a solid,29,밤,0.06896551724137931
Chestnut,solidity,Solid,29,밤,0.8275862068965517
Chick,category_organization,Form,29,병아리,0.6206896551724138
Chick,category_organization,"Form, Color",29,병아리,0.1724137931034483
Chick,category_organization,"Form, Color, Material",29,병아리,0.13793103448275862
Chick,category_organization,"Form, Material",29,병아리,0.034482758620689655
Chick,category_organization,Material,29,병아리,0.034482758620689655
Chick,count_mass,Can be counted,36,병아리,0.8055555555555556
Chick,count_mass,I don't know/It's hard to say,36,병아리,0.19444444444444445
Chick,solidity,I don't know/It's hard to say,29,병아리,0.2413793103448276
Chick,solidity,Not a solid,29,병아리,0.10344827586206896
Chick,solidity,Solid,29,병아리,0.6551724137931034
Chicken,category_organization,"Color, Material",29,닭고기,0.10344827586206896
Chicken,category_organization,Form,29,닭고기,0.4827586206896552
Chicken,category_organization,"Form, Color",29,닭고기,0.06896551724137931
Chicken,category_organization,"Form, Material",29,닭고기,0.20689655172413793
Chicken,category_organization,Material,29,닭고기,0.06896551724137931
Chicken,category_organization,Not applicable,29,닭고기,0.06896551724137931
Chicken,count_mass,Can be counted,33,닭고기,0.696969696969697
Chicken,count_mass,Cannot be counted,33,닭고기,0.09090909090909091
Chicken,count_mass,I don't know/It's hard to say,33,닭고기,0.21212121212121213
Chicken,solidity,I don't know/It's hard to say,32,닭고기,0.21875
Chicken,solidity,Not a solid,32,닭고기,0.09375
Chicken,solidity,Solid,32,닭고기,0.6875
Chicken/Rooster,category_organization,Form,29,닭,0.6551724137931034
Chicken/Rooster,category_organization,"Form, Color",29,닭,0.10344827586206896
Chicken/Rooster,category_organization,"Form, Color, Material",29,닭,0.06896551724137931
Chicken/Rooster,category_organization,"Form, Material",29,닭,0.13793103448275862
Chicken/Rooster,category_organization,Material,29,닭,0.034482758620689655
Chicken/Rooster,count_mass,Can be counted,36,닭,0.8055555555555556
Chicken/Rooster,count_mass,I don't know/It's hard to say,36,닭,0.19444444444444445
Chicken/Rooster,solidity,I don't know/It's hard to say,29,닭,0.2413793103448276
Chicken/Rooster,solidity,Not a solid,29,닭,0.10344827586206896
Chicken/Rooster,solidity,Solid,29,닭,0.6551724137931034
Chin,category_organization,Form,29,턱,0.8620689655172413
Chin,category_organization,"Form, Material",29,턱,0.10344827586206896
Chin,category_organization,Material,29,턱,0.034482758620689655
Chin,count_mass,Can be counted,35,턱,0.8
Chin,count_mass,I don't know/It's hard to say,35,턱,0.2
Chin,solidity,I don't know/It's hard to say,30,턱,0.23333333333333334
Chin,solidity,Not a solid,30,턱,0.1
Chin,solidity,Solid,30,턱,0.6666666666666666
Chocolate,category_organization,Color,29,초콜렛,0.06896551724137931
Chocolate,category_organization,"Color, Material",29,초콜렛,0.10344827586206896
Chocolate,category_organization,Form,29,초콜렛,0.20689655172413793
Chocolate,category_organization,"Form, Color",29,초콜렛,0.10344827586206896
Chocolate,category_organization,"Form, Color, Material",29,초콜렛,0.20689655172413793
Chocolate,category_organization,"Form, Material",29,초콜렛,0.13793103448275862
Chocolate,category_organization,Material,29,초콜렛,0.1724137931034483
Chocolate,count_mass,Can be counted,33,초콜렛,0.7575757575757576
Chocolate,count_mass,Cannot be counted,33,초콜렛,0.06060606060606061
Chocolate,count_mass,I don't know/It's hard to say,33,초콜렛,0.18181818181818182
Chocolate,solidity,I don't know/It's hard to say,31,초콜렛,0.1935483870967742
Chocolate,solidity,Not a solid,31,초콜렛,0.12903225806451613
Chocolate,solidity,Solid,31,초콜렛,0.6774193548387096
Chopsticks,category_organization,Color,29,젓가락,0.034482758620689655
Chopsticks,category_organization,Form,29,젓가락,0.7241379310344828
Chopsticks,category_organization,"Form, Color, Material",29,젓가락,0.06896551724137931
Chopsticks,category_organization,"Form, Material",29,젓가락,0.10344827586206896
Chopsticks,category_organization,Material,29,젓가락,0.06896551724137931
Chopsticks,count_mass,Can be counted,30,젓가락,0.9333333333333333
Chopsticks,count_mass,I don't know/It's hard to say,30,젓가락,0.06666666666666667
Chopsticks,solidity,I don't know/It's hard to say,30,젓가락,0.06666666666666667
Chopsticks,solidity,Solid,30,젓가락,0.9333333333333333
Clock/Watch,category_organization,Color,29,시계,0.034482758620689655
Clock/Watch,category_organization,Form,29,시계,0.6896551724137931
Clock/Watch,category_organization,"Form, Color, Material",29,시계,0.10344827586206896
Clock/Watch,category_organization,"Form, Material",29,시계,0.13793103448275862
Clock/Watch,category_organization,Material,29,시계,0.034482758620689655
Clock/Watch,count_mass,Can be counted,30,시계,0.9666666666666667
Clock/Watch,count_mass,I don't know/It's hard to say,30,시계,0.03333333333333333
Clock/Watch,solidity,I don't know/It's hard to say,29,시계,0.034482758620689655
Clock/Watch,solidity,Solid,29,시계,0.9655172413793104
Closet,category_organization,Form,29,옷장,0.7241379310344828
Closet,category_organization,"Form, Color, Material",29,옷장,0.13793103448275862
Closet,category_organization,"Form, Material",29,옷장,0.10344827586206896
Closet,category_organization,Material,29,옷장,0.034482758620689655
Closet,count_mass,Can be counted,30,옷장,0.9666666666666667
Closet,count_mass,I don't know/It's hard to say,30,옷장,0.03333333333333333
Closet,solidity,I don't know/It's hard to say,29,옷장,0.034482758620689655
Closet,solidity,Solid,29,옷장,0.9655172413793104
Clothes,category_organization,Color,29,옷/꼬까,0.034482758620689655
Clothes,category_organization,Form,29,옷/꼬까,0.6206896551724138
Clothes,category_organization,"Form, Color",29,옷/꼬까,0.034482758620689655
Clothes,category_organization,"Form, Color, Material",29,옷/꼬까,0.10344827586206896
Clothes,category_organization,"Form, Material",29,옷/꼬까,0.10344827586206896
Clothes,category_organization,Material,29,옷/꼬까,0.06896551724137931
Clothes,category_organization,Not applicable,29,옷/꼬까,0.034482758620689655
Clothes,count_mass,Can be counted,32,옷/꼬까,0.875
Clothes,count_mass,I don't know/It's hard to say,32,옷/꼬까,0.125
Clothes,solidity,I don't know/It's hard to say,30,옷/꼬까,0.13333333333333333
Clothes,solidity,Not a solid,30,옷/꼬까,0.06666666666666667
Clothes,solidity,Solid,30,옷/꼬까,0.8
Clothes Hanger,category_organization,Form,29,옷걸이,0.6551724137931034
Clothes Hanger,category_organization,"Form, Color, Material",29,옷걸이,0.10344827586206896
Clothes Hanger,category_organization,"Form, Material",29,옷걸이,0.1724137931034483
Clothes Hanger,category_organization,Material,29,옷걸이,0.06896551724137931
Clothes Hanger,count_mass,Can be counted,30,옷걸이,0.9666666666666667
Clothes Hanger,count_mass,I don't know/It's hard to say,30,옷걸이,0.03333333333333333
Clothes Hanger,solidity,I don't know/It's hard to say,29,옷걸이,0.034482758620689655
Clothes Hanger,solidity,Solid,29,옷걸이,0.9655172413793104
Cloud,category_organization,Form,29,구름,0.4482758620689655
Cloud,category_organization,"Form, Color",29,구름,0.13793103448275862
Cloud,category_organization,"Form, Color, Material",29,구름,0.13793103448275862
Cloud,category_organization,"Form, Material",29,구름,0.13793103448275862
Cloud,category_organization,Material,29,구름,0.13793103448275862
Cloud,count_mass,Can be counted,24,구름,0.20833333333333334
Cloud,count_mass,Cannot be counted,24,구름,0.6666666666666666
Cloud,count_mass,I don't know/It's hard to say,24,구름,0.125
Cloud,solidity,I don't know/It's hard to say,29,구름,0.10344827586206896
Cloud,solidity,Not a solid,29,구름,0.896551724137931
Coat,category_organization,Form,29,코트/외투,0.5862068965517241
Coat,category_organization,"Form, Color",29,코트/외투,0.13793103448275862
Coat,category_organization,"Form, Color, Material",29,코트/외투,0.10344827586206896
Coat,category_organization,"Form, Material",29,코트/외투,0.10344827586206896
Coat,category_organization,Material,29,코트/외투,0.06896551724137931
Coat,count_mass,Can be counted,32,코트/외투,0.90625
Coat,count_mass,I don't know/It's hard to say,32,코트/외투,0.09375
Coat,solidity,I don't know/It's hard to say,29,코트/외투,0.10344827586206896
Coat,solidity,Not a solid,29,코트/외투,0.034482758620689655
Coat,solidity,Solid,29,코트/외투,0.8620689655172413
Coffee,category_organization,Color,29,커피,0.13793103448275862
Coffee,category_organization,"Color, Material",29,커피,0.1724137931034483
Coffee,category_organization,Form,29,커피,0.13793103448275862
Coffee,category_organization,"Form, Color",29,커피,0.06896551724137931
Coffee,category_organization,"Form, Color, Material",29,커피,0.13793103448275862
Coffee,category_organization,"Form, Material",29,커피,0.06896551724137931
Coffee,category_organization,Material,29,커피,0.2413793103448276
Coffee,category_organization,Not applicable,29,커피,0.034482758620689655
Coffee,count_mass,Can be counted,33,커피,0.5151515151515151
Coffee,count_mass,Cannot be counted,33,커피,0.18181818181818182
Coffee,count_mass,I don't know/It's hard to say,33,커피,0.30303030303030304
Coffee,solidity,I don't know/It's hard to say,35,커피,0.2857142857142857
Coffee,solidity,Not a solid,35,커피,0.6
Coffee,solidity,Solid,35,커피,0.11428571428571428
Coke/Cola,category_organization,Color,29,콜라,0.13793103448275862
Coke/Cola,category_organization,"Color, Material",29,콜라,0.20689655172413793
Coke/Cola,category_organization,Form,29,콜라,0.13793103448275862
Coke/Cola,category_organization,"Form, Color",29,콜라,0.06896551724137931
Coke/Cola,category_organization,"Form, Color, Material",29,콜라,0.10344827586206896
Coke/Cola,category_organization,"Form, Material",29,콜라,0.10344827586206896
Coke/Cola,category_organization,Material,29,콜라,0.20689655172413793
Coke/Cola,category_organization,Not applicable,29,콜라,0.034482758620689655
Coke/Cola,count_mass,Can be counted,31,콜라,0.6451612903225806
Coke/Cola,count_mass,Cannot be counted,31,콜라,0.12903225806451613
Coke/Cola,count_mass,I don't know/It's hard to say,31,콜라,0.22580645161290322
Coke/Cola,solidity,I don't know/It's hard to say,34,콜라,0.20588235294117646
Coke/Cola,solidity,Not a solid,34,콜라,0.7352941176470589
Coke/Cola,solidity,Solid,34,콜라,0.058823529411764705
Corn,category_organization,Color,29,옥수수,0.034482758620689655
Corn,category_organization,Form,29,옥수수,0.4827586206896552
Corn,category_organization,"Form, Color",29,옥수수,0.13793103448275862
Corn,category_organization,"Form, Color, Material",29,옥수수,0.20689655172413793
Corn,category_organization,"Form, Material",29,옥수수,0.06896551724137931
Corn,category_organization,Material,29,옥수수,0.06896551724137931
Corn,count_mass,Can be counted,32,옥수수,0.90625
Corn,count_mass,I don't know/It's hard to say,32,옥수수,0.09375
Corn,solidity,I don't know/It's hard to say,29,옥수수,0.10344827586206896
Corn,solidity,Not a solid,29,옥수수,0.10344827586206896
Corn,solidity,Solid,29,옥수수,0.7931034482758621
