uni_lemma,response_norm,block,proportion,sample
glasses,count,count_mass,0.9333333333333332,kor2
medicine,solid,solidity,0.3870967741935484,kor2
medicine,count,count_mass,0.5348837209302325,kor2
medicine,shape,category_organization,0.3793103448275862,kor2
sheep,count,count_mass,0.8055555555555556,kor2
sheep,solid,solidity,0.6551724137931034,kor2
sheep,shape,category_organization,0.6896551724137931,kor2
socks,shape,category_organization,0.6896551724137931,kor2
socks,count,count_mass,0.90625,kor2
socks,solid,solidity,0.8275862068965517,kor2
shoulder,count,count_mass,0.6666666666666666,kor2
shoulder,shape,category_organization,0.8620689655172413,kor2
shoulder,solid,solidity,0.5757575757575758,kor2
face,solid,solidity,0.6333333333333333,kor2
face,count,count_mass,0.7777777777777778,kor2
face,shape,category_organization,0.7931034482758621,kor2
ice,shape,category_organization,0.3793103448275862,kor2
ice,solid,solidity,0.5588235294117647,kor2
ice,count,count_mass,0.5757575757575758,kor2
butt,count,count_mass,0.6486486486486487,kor2
butt,solid,solidity,0.5454545454545454,kor2
butt,shape,category_organization,0.8275862068965517,kor2
fox,count,count_mass,0.8055555555555556,kor2
fox,shape,category_organization,0.6896551724137931,kor2
fox,solid,solidity,0.6551724137931034,kor2
pencil,shape,category_organization,0.41379310344827586,kor2
pencil,solid,solidity,0.9333333333333332,kor2
pencil,count,count_mass,0.9333333333333332,kor2
key,solid,solidity,0.9655172413793104,kor2
key,shape,category_organization,0.5862068965517241,kor2
key,count,count_mass,0.9666666666666668,kor2
goat,count,count_mass,0.8055555555555556,kor2
goat,solid,solidity,0.6551724137931034,kor2
goat,shape,category_organization,0.7241379310344828,kor2
orange,shape,category_organization,0.4482758620689655,kor2
orange,count,count_mass,0.8787878787878788,kor2
orange,solid,solidity,0.7241379310344828,kor2
duck,shape,category_organization,0.6206896551724138,kor2
duck,count,count_mass,0.8055555555555556,kor2
duck,solid,solidity,0.6551724137931034,kor2
motorcycle,shape,category_organization,0.6428571428571429,kor2
motorcycle,count,count_mass,0.9333333333333332,kor2
motorcycle,solid,solidity,0.9333333333333332,kor2
corn,shape,category_organization,0.4827586206896552,kor2
corn,solid,solidity,0.7931034482758621,kor2
corn,count,count_mass,0.90625,kor2
clothes,count,count_mass,0.875,kor2
clothes,shape,category_organization,0.6206896551724138,kor2
clothes,solid,solidity,0.8,kor2
clothes hanger,solid,solidity,0.9655172413793104,kor2
clothes hanger,count,count_mass,0.9666666666666668,kor2
clothes hanger,shape,category_organization,0.6551724137931034,kor2
closet,shape,category_organization,0.7241379310344828,kor2
closet,count,count_mass,0.9666666666666668,kor2
closet,solid,solidity,0.9655172413793104,kor2
yogurt,shape,category_organization,0.20689655172413793,kor2
yogurt,count,count_mass,0.65625,kor2
yogurt,solid,solidity,0.15151515151515152,kor2
umbrella,shape,category_organization,0.6206896551724138,kor2
umbrella,count,count_mass,0.9666666666666668,kor2
umbrella,solid,solidity,0.9655172413793104,kor2
sneakers,count,count_mass,0.9666666666666668,kor2
sneakers,shape,category_organization,0.6206896551724138,kor2
sneakers,solid,solidity,0.9655172413793104,kor2
monkey,solid,solidity,0.6551724137931034,kor2
monkey,count,count_mass,0.8055555555555556,kor2
monkey,shape,category_organization,0.7586206896551724,kor2
glass,solid,solidity,0.7941176470588235,kor2
glass,shape,category_organization,0.25,kor2
glass,count,count_mass,0.6333333333333333,kor2
stroller,solid,solidity,0.875,kor2
stroller,shape,category_organization,0.6785714285714286,kor2
stroller,count,count_mass,0.8666666666666667,kor2
food,shape,category_organization,0.2413793103448276,kor2
food,count,count_mass,0.4186046511627907,kor2
food,solid,solidity,0.3333333333333333,kor2
chair,solid,solidity,0.9655172413793104,kor2
chair,shape,category_organization,0.6551724137931034,kor2
chair,count,count_mass,0.9666666666666668,kor2
tooth/teeth,shape,category_organization,0.5517241379310345,kor2
tooth/teeth,count,count_mass,0.90625,kor2
tooth/teeth,solid,solidity,0.8275862068965517,kor2
blanket,solid,solidity,0.7741935483870968,kor2
blanket,shape,category_organization,0.5517241379310345,kor2
blanket,count,count_mass,0.7941176470588235,kor2
doll,count,count_mass,0.9333333333333332,kor2
doll,shape,category_organization,0.5172413793103449,kor2
doll,solid,solidity,0.9333333333333332,kor2
mouth,count,count_mass,0.7027027027027027,kor2
mouth,shape,category_organization,0.7241379310344828,kor2
mouth,solid,solidity,0.5806451612903226,kor2
lips,count,count_mass,0.7567567567567568,kor2
lips,solid,solidity,0.6,kor2
lips,shape,category_organization,0.5172413793103449,kor2
bicycle,solid,solidity,0.9333333333333332,kor2
bicycle,count,count_mass,0.9333333333333332,kor2
bicycle,shape,category_organization,0.6428571428571429,kor2
jacket,shape,category_organization,0.5862068965517241,kor2
jacket,count,count_mass,0.90625,kor2
jacket,solid,solidity,0.8620689655172413,kor2
pajamas,shape,category_organization,0.6551724137931034,kor2
pajamas,solid,solidity,0.8620689655172413,kor2
pajamas,count,count_mass,0.90625,kor2
gloves,shape,category_organization,0.6551724137931034,kor2
gloves,count,count_mass,0.875,kor2
gloves,solid,solidity,0.8275862068965517,kor2
toy,shape,category_organization,0.4827586206896552,kor2
toy,count,count_mass,0.7647058823529411,kor2
toy,solid,solidity,0.7741935483870968,kor2
tray,shape,category_organization,0.6551724137931034,kor2
tray,count,count_mass,0.9666666666666668,kor2
tray,solid,solidity,0.9655172413793104,kor2
microwave,count,count_mass,0.9666666666666668,kor2
microwave,shape,category_organization,0.6896551724137931,kor2
microwave,solid,solidity,0.9655172413793104,kor2
phone,shape,category_organization,0.7241379310344828,kor2
phone,solid,solidity,0.9,kor2
phone,count,count_mass,0.8709677419354839,kor2
plate (more flat),shape,category_organization,0.6896551724137931,kor2
plate (more flat),count,count_mass,0.9333333333333332,kor2
plate (more flat),solid,solidity,0.9333333333333332,kor2
chopsticks,count,count_mass,0.9333333333333332,kor2
chopsticks,solid,solidity,0.9333333333333332,kor2
chopsticks,shape,category_organization,0.7241379310344828,kor2
paper,shape,category_organization,0.27586206896551724,kor2
paper,count,count_mass,0.8333333333333334,kor2
paper,solid,solidity,0.8709677419354839,kor2
pocket,count,count_mass,0.7647058823529411,kor2
pocket,shape,category_organization,0.6896551724137931,kor2
pocket,solid,solidity,0.6875,kor2
juice,shape,category_organization,0.1724137931034483,kor2
juice,solid,solidity,0.05405405405405406,kor2
juice,count,count_mass,0.5161290322580645,kor2
mouse,count,count_mass,0.7777777777777778,kor2
mouse,shape,category_organization,0.7241379310344828,kor2
mouse,solid,solidity,0.6551724137931034,kor2
wallet,shape,category_organization,0.6896551724137931,kor2
wallet,count,count_mass,0.9666666666666668,kor2
wallet,solid,solidity,0.9655172413793104,kor2
roof,solid,solidity,0.9655172413793104,kor2
roof,shape,category_organization,0.7241379310344828,kor2
roof,count,count_mass,0.9629629629629628,kor2
sparrow,solid,solidity,0.6551724137931034,kor2
sparrow,shape,category_organization,0.7241379310344828,kor2
sparrow,count,count_mass,0.7777777777777778,kor2
book,shape,category_organization,0.4827586206896552,kor2
book,solid,solidity,0.9333333333333332,kor2
book,count,count_mass,0.9333333333333332,kor2
vacuum cleaner,shape,category_organization,0.6896551724137931,kor2
vacuum cleaner,count,count_mass,0.9666666666666668,kor2
vacuum cleaner,solid,solidity,0.9655172413793104,kor2
chocolate,count,count_mass,0.7575757575757576,kor2
chocolate,shape,category_organization,0.20689655172413793,kor2
chocolate,solid,solidity,0.6774193548387096,kor2
gun,solid,solidity,0.875,kor2
gun,shape,category_organization,0.5517241379310345,kor2
gun,count,count_mass,0.8666666666666667,kor2
skirt,count,count_mass,0.90625,kor2
skirt,shape,category_organization,0.6551724137931034,kor2
skirt,solid,solidity,0.8275862068965517,kor2
toothpaste,shape,category_organization,0.4827586206896552,kor2
toothpaste,count,count_mass,0.7105263157894737,kor2
toothpaste,solid,solidity,0.41379310344827586,kor2
cheese,shape,category_organization,0.20689655172413793,kor2
cheese,count,count_mass,0.6363636363636364,kor2
cheese,solid,solidity,0.5588235294117647,kor2
bed,shape,category_organization,0.6896551724137931,kor2
bed,count,count_mass,0.90625,kor2
bed,solid,solidity,0.896551724137931,kor2
toothbrush,shape,category_organization,0.6896551724137931,kor2
toothbrush,count,count_mass,0.9666666666666668,kor2
toothbrush,solid,solidity,0.9655172413793104,kor2
camera,solid,solidity,0.9333333333333332,kor2
camera,shape,category_organization,0.7241379310344828,kor2
camera,count,count_mass,0.9333333333333332,kor2
knife,shape,category_organization,0.6896551724137931,kor2
knife,solid,solidity,0.9655172413793104,kor2
knife,count,count_mass,0.9666666666666668,kor2
coffee,count,count_mass,0.5151515151515151,kor2
coffee,shape,category_organization,0.13793103448275862,kor2
coffee,solid,solidity,0.11428571428571428,kor2
cup,count,count_mass,0.9666666666666668,kor2
cup,shape,category_organization,0.6896551724137931,kor2
cup,solid,solidity,0.9655172413793104,kor2
cake,shape,category_organization,0.4827586206896552,kor2
cake,solid,solidity,0.7,kor2
cake,count,count_mass,0.8125,kor2
elephant,count,count_mass,0.8055555555555556,kor2
elephant,solid,solidity,0.6551724137931034,kor2
elephant,shape,category_organization,0.7241379310344828,kor2
coat,shape,category_organization,0.5862068965517241,kor2
coat,count,count_mass,0.90625,kor2
coat,solid,solidity,0.8620689655172413,kor2
coke/cola,count,count_mass,0.6451612903225806,kor2
coke/cola,shape,category_organization,0.13793103448275862,kor2
coke/cola,solid,solidity,0.0588235294117647,kor2
beans,count,count_mass,0.8064516129032258,kor2
beans,solid,solidity,0.8333333333333334,kor2
beans,shape,category_organization,0.5517241379310345,kor2
crayon,shape,category_organization,0.3103448275862069,kor2
crayon,count,count_mass,0.9,kor2
crayon,solid,solidity,0.9,kor2
taxi,shape,category_organization,0.5357142857142857,kor2
taxi,count,count_mass,0.9333333333333332,kor2
taxi,solid,solidity,0.9333333333333332,kor2
chin,count,count_mass,0.8,kor2
chin,shape,category_organization,0.8620689655172413,kor2
chin,solid,solidity,0.6666666666666666,kor2
television,shape,category_organization,0.7586206896551724,kor2
television,count,count_mass,0.9666666666666668,kor2
television,solid,solidity,0.9655172413793104,kor2
rabbit,shape,category_organization,0.7586206896551724,kor2
rabbit,count,count_mass,0.8055555555555556,kor2
rabbit,solid,solidity,0.6551724137931034,kor2
tomato,shape,category_organization,0.4827586206896552,kor2
tomato,count,count_mass,0.90625,kor2
tomato,solid,solidity,0.7931034482758621,kor2
truck,shape,category_organization,0.6071428571428571,kor2
truck,count,count_mass,0.9333333333333332,kor2
truck,solid,solidity,0.9333333333333332,kor2
arm,count,count_mass,0.8285714285714286,kor2
arm,solid,solidity,0.6896551724137931,kor2
arm,shape,category_organization,0.8620689655172413,kor2
underwear,shape,category_organization,0.6206896551724138,kor2
underwear,count,count_mass,0.875,kor2
underwear,solid,solidity,0.8275862068965517,kor2
penguin,count,count_mass,0.7777777777777778,kor2
penguin,solid,solidity,0.6333333333333333,kor2
penguin,shape,category_organization,0.7241379310344828,kor2
grape,count,count_mass,0.8125,kor2
grape,shape,category_organization,0.4482758620689655,kor2
grape,solid,solidity,0.7666666666666667,kor2
fork,shape,category_organization,0.7241379310344828,kor2
fork,count,count_mass,0.9666666666666668,kor2
fork,solid,solidity,0.9655172413793104,kor2
glue/gluestick,count,count_mass,0.7352941176470589,kor2
glue/gluestick,solid,solidity,0.5806451612903226,kor2
grass/weeds (in nature),shape,category_organization,0.41379310344827586,kor2
grass/weeds (in nature),solid,solidity,0.5517241379310345,kor2
glue/gluestick,shape,category_organization,0.3448275862068966,kor2
grass/weeds (in nature),count,count_mass,0.12903225806451613,kor2
balloon,count,count_mass,0.7941176470588235,kor2
balloon,shape,category_organization,0.3793103448275862,kor2
balloon,solid,solidity,0.7,kor2
blood,count,count_mass,0.25,kor2
blood,shape,category_organization,0.3448275862068966,kor2
blood,solid,solidity,0.12121212121212122,kor2
piano,shape,category_organization,0.7586206896551724,kor2
piano,count,count_mass,0.9666666666666668,kor2
piano,solid,solidity,0.9655172413793104,kor2
pizza,shape,category_organization,0.4827586206896552,kor2
pizza,solid,solidity,0.7,kor2
pizza,count,count_mass,0.8235294117647058,kor2
sky,count,count_mass,0.03225806451612903,kor2
sky,shape,category_organization,0.3448275862068966,kor2
sky,solid,solidity,0.06896551724137931,kor2
hippopotamus,shape,category_organization,0.7586206896551724,kor2
hippopotamus,solid,solidity,0.6333333333333333,kor2
hippopotamus,count,count_mass,0.7777777777777778,kor2
hot dog,shape,category_organization,0.5172413793103449,kor2
hot dog,solid,solidity,0.7241379310344828,kor2
hot dog,count,count_mass,0.8529411764705882,kor2
sun/sunlight,count,count_mass,0.21212121212121213,kor2
sun/sunlight,shape,category_organization,0.3793103448275862,kor2
sun/sunlight,solid,solidity,0.10344827586206896,kor2
hamburger,count,count_mass,0.8529411764705882,kor2
hamburger,shape,category_organization,0.5172413793103449,kor2
hamburger,solid,solidity,0.7241379310344828,kor2
waist,shape,category_organization,0.8620689655172413,kor2
waist,count,count_mass,0.7027027027027027,kor2
waist,solid,solidity,0.5806451612903226,kor2
belt,count,count_mass,0.84375,kor2
belt,solid,solidity,0.896551724137931,kor2
belt,shape,category_organization,0.6206896551724138,kor2
helipcopter,solid,solidity,0.9333333333333332,kor2
helipcopter,shape,category_organization,0.6428571428571429,kor2
helipcopter,count,count_mass,0.9,kor2
tongue,shape,category_organization,0.5862068965517241,kor2
tongue,count,count_mass,0.8055555555555556,kor2
tongue,solid,solidity,0.6551724137931034,kor2
hotteok (korean pancake),shape,category_organization,0.5172413793103449,kor2
hotteok (korean pancake),solid,solidity,0.7241379310344828,kor2
hotteok (korean pancake),count,count_mass,0.8529411764705882,kor2
tiger,shape,category_organization,0.6896551724137931,kor2
tiger,count,count_mass,0.8055555555555556,kor2
tiger,solid,solidity,0.6551724137931034,kor2
pumpkin,shape,category_organization,0.4827586206896552,kor2
pumpkin,count,count_mass,0.90625,kor2
pumpkin,solid,solidity,0.7931034482758621,kor2
bathroom,count,count_mass,0.7567567567567568,kor2
bathroom,solid,solidity,0.6,kor2
bathroom,shape,category_organization,0.6896551724137931,kor2
tissue/napkin,shape,category_organization,0.4827586206896552,kor2
tissue/napkin,count,count_mass,0.78125,kor2
tissue/napkin,solid,solidity,0.7666666666666667,kor2
soil/dirt,shape,category_organization,0.27586206896551724,kor2
soil/dirt,count,count_mass,0.06060606060606061,kor2
soil/dirt,solid,solidity,0.6206896551724138,kor2
